onset	duration	trial_type	rt	resp	gender	image_left	image_right
248.70268430002034	3.001410000026226	decision	1.5331333000212908	left	F	FF027.jpg	FF028.jpg
252.252695400035	1.0164959999965504	loss	n/a	n/a	n/a	FF027.jpg	FF028.jpg
255.01941580011044	3.0015187999233603	decision	1.7833726999815553	right	M	MF033.jpg	MF034.jpg
258.5696846001083	1.0165993999689817	loss	n/a	n/a	n/a	MF033.jpg	MF034.jpg
261.3361240000231	3.0003549000248313	decision	2.2831256000790745	right	M	MF035.jpg	MF036.jpg
264.8859791000141	1.0165878999978304	loss	n/a	n/a	n/a	MF035.jpg	MF036.jpg
267.65266420005355	3.000891700037755	decision	2.283159799990244	left	M	MF037.jpg	MF038.jpg
271.2025965000503	1.0167039999505505	win	n/a	n/a	n/a	MF037.jpg	MF038.jpg
278.1693141000578	3.001568599953316	decision	1.782879399950616	right	F	FF029.jpg	FF030.jpg
281.71929400006775	1.0166230000322685	loss	n/a	n/a	n/a	FF029.jpg	FF030.jpg
284.48593500000425	3.0010926000541076	decision	1.7835363000631332	right	F	FF031.jpg	FF032.jpg
288.0362338999985	1.0162938000867143	loss	n/a	n/a	n/a	FF031.jpg	FF032.jpg
292.90260620007757	3.0022412999533117	decision	1.532788399956189	left	F	FF033.jpg	FF034.jpg
296.45257300010417	1.0167050999589264	win	n/a	n/a	n/a	FF033.jpg	FF034.jpg
303.4196564001031	3.0021396999945864	decision	2.031937299994752	left	M	MF039.jpg	MF040.jpg
306.9692330000689	1.0166190000018105	loss	n/a	n/a	n/a	MF039.jpg	MF040.jpg
313.93583600001875	3.001337300054729	decision	1.5333499000407755	right	F	FF035.jpg	FF036.jpg
317.4858415001072	1.0003587999381125	win	n/a	n/a	n/a	FF035.jpg	FF036.jpg
320.23585610010196	3.002607599948533	decision	2.7999532999238	right	F	FF037.jpg	FF038.jpg
323.7858145000646	1.0166645999997854	loss	n/a	n/a	n/a	FF037.jpg	FF038.jpg
326.5527240000665	3.0015382999554276	decision	1.7826551999896765	left	F	FF039.jpg	FF040.jpg
330.10241260007024	1.0000003000022843	loss	n/a	n/a	n/a	FF039.jpg	FF040.jpg
