32,32,7,3,1,2.422500e+00,8.075000e-01,1.0,31.0,--,--,220.52505,1.0,220.95401,0.4289508,221.05435,3.0785491,224.13551,7.0,224.13564,224.7417,4.216645,224.74187,227.16632,--
33,33,6,2,3,5.652500e+00,2.422500e+00,1.0,32.0,--,--,227.17772,1.0,227.6039,0.4261795,227.7043,4.6963205,232.40273,1.0,232.40285,233.00737,5.8296466,233.0075,238.66258,--
34,34,9,3,3,8.075000e-01,1.615000e+00,1.0,33.0,--,--,238.66667,2.0,238.98703,0.3203493,239.08737,3.9946506,243.08357,6.0,243.0837,243.68909,5.0224047,243.68922,244.49866,--
35,35,2,1,2,8.075000e-01,2.422500e+00,1.0,34.0,--,--,244.50151,2.0,246.25395,1.7524441,246.35439,3.370056,249.7271,5.0,249.7272,250.33168,5.8301754,250.33183,251.14119,--
36,36,6,2,3,2.422500e+00,8.075000e-01,1.0,35.0,--,--,251.15195,2.0,251.88693,0.7349841,251.98727,2.772516,254.7615,8.0,254.76163,255.3662,4.214249,255.36633,257.7914,--
37,37,9,3,3,2.422500e+00,1.615000e+00,1.0,36.0,--,--,257.79584,2.0,258.2204,0.4245733,258.32077,3.8904266,262.2135,8.0,262.21362,262.81903,5.023188,262.81915,265.24338,--
38,38,7,3,1,7.267500e+00,2.422500e+00,1.0,37.0,--,--,265.24612,2.0,265.67026,0.4241472,265.77063,4.698353,270.4705,2.0,270.47058,271.07523,5.8291078,271.07538,278.34454,--
39,39,7,3,1,2.422500e+00,1.615000e+00,1.0,38.0,--,--,278.34726,2.0,279.48712,1.1398386,279.58746,3.1751614,282.76434,3.0,282.76447,283.36874,5.021484,283.3689,285.79337,--
40,40,4,2,1,4.037500e+00,1.615000e+00,1.0,39.0,--,--,285.80478,1.0,286.33704,0.5322387,286.43738,3.7827613,290.22253,6.0,290.22266,290.8283,5.0235224,290.82846,294.8685,--
41,41,7,3,1,4.037500e+00,2.422500e+00,1.0,40.0,--,--,294.87253,1.0,295.3038,0.4312729,295.40414,4.691227,300.0978,8.0,300.0979,300.7024,5.8298845,300.70255,304.7426,--
42,42,7,3,1,8.075000e-01,2.422500e+00,1.0,41.0,--,--,304.74542,1.0,305.2701,0.5246899,305.37045,4.5978103,309.96948,9.0,309.9696,310.5742,5.828774,310.57434,311.38354,--
43,43,6,2,3,8.075000e-01,2.422500e+00,1.0,42.0,--,--,311.39432,1.0,311.8203,0.4260051,311.9207,4.696495,316.6202,4.0,316.62033,317.2246,5.8303094,317.22476,318.03397,--
44,44,6,2,3,2.422500e+00,8.075000e-01,1.0,43.0,--,--,318.0441,2.0,318.4703,0.4262242,318.5707,3.0812757,321.65436,8.0,321.65448,322.2579,4.2138133,322.25806,324.68216,--
45,45,9,3,3,2.422500e+00,1.615000e+00,1.0,44.0,--,--,324.6863,2.0,325.3202,0.6338831,325.42056,3.6811168,329.10446,9.0,329.10458,329.7092,5.022864,329.70932,332.13348,--
46,46,5,2,2,8.075000e-01,8.075000e-01,1.0,45.0,--,--,332.14423,2.0,332.57004,0.4258206,332.6704,3.0816793,335.75397,5.0,335.7541,336.35855,4.2143235,336.35867,337.1686,--
47,47,7,3,1,8.882500e+00,8.075000e-01,1.0,46.0,--,--,337.17255,1.0,337.8033,0.6307687,337.90366,2.8767314,340.7823,8.0,340.7824,341.38748,4.2149324,341.38763,350.2724,--
48,48,4,2,1,4.037500e+00,8.075000e-01,1.0,47.0,--,--,350.28314,2.0,351.22098,0.9378312,351.32132,2.5696688,353.8924,2.0,353.89252,354.49652,4.213377,354.49667,358.53638,--
49,49,3,1,3,4.037500e+00,2.422500e+00,1.0,48.0,--,--,358.53928,2.0,358.97003,0.4307741,359.07037,4.6917257,363.76328,8.0,363.7634,364.36853,5.829275,364.36868,368.4084,--
50,50,8,3,2,2.422500e+00,2.422500e+00,1.0,49.0,--,--,368.41257,2.0,368.93686,0.5242898,369.03726,4.5982103,373.63736,5.0,373.63748,374.2424,5.8298197,374.24255,376.667,--
51,51,4,2,1,4.037500e+00,2.422500e+00,1.0,50.0,--,--,376.67786,1.0,377.1035,0.425609,377.2038,4.696891,381.9014,8.0,381.90152,382.5061,5.828241,382.50626,386.54636,--
52,52,1,1,1,8.075000e-01,8.075000e-01,1.0,51.0,--,--,386.5492,1.0,386.9697,0.4204874,387.0701,3.0870125,390.1594,6.0,390.1595,390.76324,4.2140393,390.7634,391.5732,--
53,53,6,2,3,8.075000e-01,1.615000e+00,1.0,52.0,--,--,391.5844,1.0,392.0033,0.4188822,392.1036,3.8961177,396.00177,3.0,396.0019,396.60757,5.0231867,396.60773,397.41745,--
54,54,3,1,3,8.075000e-01,1.615000e+00,1.0,53.0,--,--,397.4203,2.0,399.06967,1.6493921,399.17007,2.665608,401.83737,8.0,401.83746,402.4416,5.0213,402.44174,403.25104,412.00122
